LNG,Palabra,Ingles,Espanol,Bibliographic_file_id,Pagina,<-Traducida por capturista,A.F.,Audio,Prestador,Fecha,Estructura,Lengua Original
coc,Don xwak nyu:p-m nyiyu-piny sutučipa,Don and I were fighting and he hit me in the eye,Don y yo estábamos peleando y me golpeó en el ojo,634,325,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,Don and I were fighting and he hit me in the eye
coc,nya-xsu:r,when-cold,cuando-frío,634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,when-cold
coc,pʔa:č,rain,lluvia,634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,rain
coc,nya-xsu:r-m pʔa:č,when it's cold it rains,"cuando hace frio llueve ",634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,when it's cold it rains
coc,pʔa:-θ,rains-θ,lluvias,634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,rains-θ
coc,čxe,windy,ventoso,634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,windy
coc,pʔa:-θ čxe,"when it rains, it's windy","cuando llueve, hace viento",634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,"when it rains, it's windy"
coc,pe:xsu:r,here cold,"aqui frió ",634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,here cold
coc,šul,there,"allí ",634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,there
coc,xsu:r-ya,cold-also,frío-también,634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,cold-also
coc,pe:xsu:r-m/č/θ šul xsu:r-ya,"when it's cold here, it's cold there also","cuando hace frío aquí, también hace frío allá",634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,"when it's cold here, it's cold there also"
dih,nya-nəkəmič-č,when-return,cuando-regreso,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,when-return
dih,tu:,crack,cascar,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,crack
dih,pa:,acorns,bellotas,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,acorns
dih,nya-nəkəmič-č tu:pa:,"when they came back, they cracked acorns",cuando volvieron partieron bellotas,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,"when they came back, they cracked acorns"
dih,nəkəmič-m,return,regreso,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,return
dih,ʔə-taly-č,mother,madre,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,mother
dih,tu:,crack,cascar,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,crack
dih,pa:,acorns,bellotas,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,acorns
dih,xəya:y,long ago,hace mucho tiempo,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,long ago
dih,nya-mə-nyčewayp-č,when-live-there,cuando-vivir-allí,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,when-live-there
dih,skwe:l,school,escuela,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,school
dih,mə-hap-a,enter,entra,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,enter
dih,xəya:y nya-mə-nyčewayp-č Riverside-m skwe:l mə-hap-a,"when you all lived there, did you [sing.] go to school in Riverside?","¿Cuando todos vivían allí, [cantar] iban a la escuela en Riverside?",634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,"when you all lived there, did you [sing.] go to school in Riverside?"
dih,nya-ʔa:stik-č,when-I=be=small,cuando-yo = ser = pequeño,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,when-I=be=small
dih,ʔə-čamaly-m,I-older=brother-with,Yo-mayor = hermano-con,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,I-older=brother-with
dih,ʔ-a:ya:yp,I-together,Yo-juntos,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,I-together
dih,ʔə-nyay,I-hunt,Yo-cazo,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,I-hunt
dih,ʔə-na:m,I-go,Yo-ir,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,I-go
dih,nya-ʔa:stik-č ʔə-čamaly-m ʔ-a:ya:yp ʔə-nyay ʔə-na:m,"when I was little, my brother and I used to go hunting together","cuando era pequeño, mi hermano y yo solíamos ir a cazar juntos",634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,"when I was little, my brother and I used to go hunting together"
dih,nyip-m xəwak-č wə-ča:wč-kex ʔəwa:-vu,he and that guy must have built the house ,él y ese tipo debieron haber construido la casa,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,he and that guy must have built the house
dih,nya-xi:čur-m,when be=winter,cuando sea = invierno,634,327,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,when be=winter
dih,xəču:r-s,be=cold-indeed,ser = frío-ciertamente,634,327,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,be=cold-indeed
dih,nya-xi:čur-m xəču:r-s,in winter it's cold,"en invierno hace frio ",634,327,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,in winter it's cold
dih,"kətu:l-vi nya-a:lapč a:lapč, apəsi:w","when it snows up north, it really snows","cuando nieva en el norte, realmente nieva",634,328,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,"when it snows up north, it really snows"
dih,nyi-paʔaw su:kat-s,"when it rains, it's cold",cuando llueve hace frio,634,329,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,"when it rains, it's cold"
dih,su:kat nya-wa:r ca:-c nal,"when it's very cold, it snows","cuando hace mucho frio, nieva ",634,329,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,"when it's very cold, it snows"
esk,putu-lu,putu-and,putu-y,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,putu-and
esk,yaayuk-lu,yaayuk-and,yaayuk-y,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,yaayuk-and
esk,kaak-liq,be=hungry-become,ser=hambriento-volverse,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,be=hungry-become
esk,niġi-suru,eat-habitually,come-habitualmente,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,eat-habitually
esk,"putu-lu yaayuk-lu kaak-liq-amik, putu niġi-suru-ruq","when putu and yaayuk get hungry, putu eats.","cuando putu y yaayuk tienen hambre, putu come.",634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,ORACION,"when putu and yaayuk get hungry, putu eats."
esk,suuyug-lu,suuyuk-and,suuyuk-y,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,suuyuk-and
esk,nanuġ-lu,nanuq-and,nanuq-y,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,nanuq-and
esk,aniiqsuaġ-lu,aniiqsuaq-and,aniiqsuaq-y,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,aniiqsuaq-and
esk,tikit-mata,arrive,llegar,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,arrive
esk,imiq-uk-tuaq,drink-want,tomar-querer,634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,drink-want
esk,"suuyug-lu, nanuġ-lu, aniiqsuaġ-lu tikit-mata, aniiqsuaq imiq-uk-tuaq","when suuyuk, nanuq, and aniiqsuaq arrived, aniiqsuaq was thirsty.","cuando llegaron suuyuk, nanuq y aniiqsuaq, aniiqsuaq tenía sed.",634,336,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,ORACION,"when suuyuk, nanuq, and aniiqsuaq arrived, aniiqsuaq was thirsty."
esk,anuqliq-kami,be=windy,ser=ventoso,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,be=windy
esk,quiiyanaq-tuq,be=cold,ser=frío,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,be=cold
esk,anuqliq-kami quiiyanaq-tuq,"when it's windy, it's cold.","cuando hace viento, hace frío.",634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,ORACION,"when it's windy, it's cold."
esk,anuqliq-man,be=windy,ser=ventoso,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,be=windy
esk,qiiyanaq-tuq,be=cold,ser=frío,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,be=cold
esk,anuqliq-man qiiyanaq-tuq,"when it's windy, it's cold.","cuando hace viento, hace frío.",634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,ORACION,"when it's windy, it's cold."
esk,qannik-man,be=snowing,ser=nevando,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,be=snowing
esk,fairbanks-mi,fairbanks-in,fairbanks-en,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,fairbanks-in
esk,qannilgu-ruq,snow-very,nieve-muy,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,snow-very
esk,qannik-man fairbanks-mi qannilgu-ruq,"when it snows in fairbanks, it really snows.","cuando nieva en Fairbanks, realmente nieva. ",634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,ORACION,"when it snows in fairbanks, it really snows."
esk,qannik-kami,be=snowing,ser=nevando,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,be=snowing
esk,fairbanks-mi,fairbanks-in,fairbanks-en,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,fairbanks-in
esk,qannilgu-ruq,snow=very,nieve=muy,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,snow=very
esk,qannik-kami fairbanks-mi qannilgu-ruq,"when it snows in fairbanks, it really snows.","cuando nieva en Fairbanks, realmente nieva. ",634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,ORACION,"when it snows in fairbanks, it really snows."
esk,qannilgu-ruq,snow=very,nieve=muy,634,337,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,FRASE,snow=very
mov,ʔinyeč,I,yo,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,I
mov,pap,potato,papa,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,potato
mov,ʔ-əkčo:r-k,I-peel,yo-pelo,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,I-peel
mov,ʔ-salyi:-k,I-fry,yo-frío,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,I-fry
mov,ʔinyeč pap ʔ-əkčo:r-k ʔ-salyi:-k,"after I peeled the potatoes, I fried them","después de pelar las papas, las freí",634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,"after I peeled the potatoes, I fried them"
mov,ʔinyeč,I,yo,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,I
mov,pap,potato,papa,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,potato
mov,ʔ-əkčo:r-m,I-peel,yo-pelo,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,I-peel
mov,salyi:-k,fry,frió,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,fry
mov,ʔinyeč pap ʔ-əkčo:r-m Judy-č salyi:-k,"after I peeled the potatoes, Judy fried them","después de que pele las papas, Judy las frió",634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,"after I peeled the potatoes, Judy fried them"
mov,əkčo:r,peel,pelar,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,peel
mov,nya-isvar-k,when-sing,cuando-cantar,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,when-sing
mov,i:ma-k,dance,bailar,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,dance
mov,nya-isvar-k i:ma-k,"when he sang, he danced",cuando él cantaba bailaba,634,322,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,"when he sang, he danced"
mov,nya-isvar-m,when-sing,cuando-cantar,634,323,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,when-sing
mov,i:ma-k,dance,bailar,634,323,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,dance
mov,nya-isvar-m i:ma-k,"when he sang, he danced",cuando él cantaba bailaba,634,323,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,"when he sang, he danced"
mov,Jhon-č town iva:-k pay-ta:han maha-ny-č u:nyo:vč-pčm,John came to town and all the boys [including John] started to fight,Jhon vino a la ciudad y todos los chicos [incluyendo John] empezaron a pelear,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,John came to town and all the boys [including John] started to fight
mov,ʔ-iva:-k/m,I-arrive,yo-llegar,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,I-arrive
mov,ʔ-kunav-m,I-talk,yo-hablar,634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,I-talk
mov,ʔ-iva:-k/m John mat ʔ-kunav-m,"when I arrived, John and I talked together","cuando llegué, John y yo hablamos juntos ",634,324,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,"when I arrived, John and I talked together"
mov,town,town,ciudad,634,325,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,town
mov,ʔ-tayəm-k,I-go,yo-voy,634,325,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,I-go
mov,i:mattəkwəha:v,shirt buy,camisa comprar,634,325,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,shirt buy
mov,town ʔ-tayəm-k Allen-č i:mattəkwəha:v,we [Allen and I] went to town and Allen bought a shirt,nosotros [Allen y yo] fuimos a la ciudad y Allen compró una camisa,634,325,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,we [Allen and I] went to town and Allen bought a shirt
mov,ʔi:pa-č,man,hombre,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,man
mov,humar-m,child-with,niño-con,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,child-with
mov,havik-k,be=to,ser=para,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,be=to
mov,θinyaʔa:k,woman,mujer,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,woman
mov,u:yo:v-k,see,ver,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,see
mov,ʔi:pa-č humar-m havik-k θinyaʔa:k u:yo:v-k,A man and a child saw a woman,Un hombre y un niño vieron a una mujer,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,A man and a child saw a woman
mov,i:pa,man,"hombre ",634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,man
mov,mat,self,uno mismo,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,self
mov,tapuy-k,kill,matar,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,kill
mov,ipoy-k,die,morir,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,die
mov,mat tapuy-k ipoy-k,they killed themselves,ellos se mataron ellos mismos,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,they killed themselves
mov,mat,self,uno mismo,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,self
mov,tapuy-m,kill,matar,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,kill
mov,ipoy-k,die,morir,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,die
mov,mat tapuy-m ipoy-k,they killed each other,Ellas se mataron entre ellos,634,326,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,they killed each other
mov,nyəməθav-m,be=tomorrow,"ser = mañana ",634,327,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,FRASE,be=tomorrow
mov,kuvʔaw-e,rain,lluvia,634,327,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,rain
mov,nyəməθav-m kuvʔaw-e,tomorrow it'll rain,mañana lloverá,634,327,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,tomorrow it'll rain
mov,nya-kuvʔaw-k,when-rain,cuando-lluvia,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,when-rain
mov,hačur-m,be=cold,ser = frío,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,be=cold
mov,nya-kuvʔaw-k hačur-m,when it rains it's cold,cuando llueve hace frio,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,when it rains it's cold
mov,nya-hačur-k,when-be=cold,cuando-ser=frío,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,when-be=cold
mov,kuvʔaw-m,rain,lluvia,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,rain
mov,nya-hačur-k kuvʔaw-m,when it's cold it rains,cuando hace frio llueve,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,when it's cold it rains
mov,nya-ipily-k,when-be=hot,cuando-ser=caliente,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,when-be=hot
mov,hupak-mot-m,snow,nieve,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,snow
mov,nya-ipily-k hupak-mot-m,"when it's hot, it doesn't snow",cuando hace calor no nieva,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,"when it's hot, it doesn't snow"
mov,nya,when,cuando,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,when
mov,hupak ,snow,nieve,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,snow
mov,kuvʔaw,rain,lluvia,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,rain
mov,nya-hupak-m kuvʔaw-mot-m,when it's snowing it doesn't rain,cuando está nevando no llueve,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,ORACION,when it's snowing it doesn't rain
mov,nya,when,cuando,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-09-27,PALABRA,when
mov,hupak,snow,nieve,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,snow
mov,hačur,be=cold,ser=frío,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,be=cold
mov,nya-hupak-m hačur-k,"when it snows, it's cold","cuando nieva hace frio ",634,328,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,"when it snows, it's cold"
mov,ny-kuvʔaw-k,when-be=raining,cuando-estar = lloviendo,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,when-be=raining
mov,nyavk,here,"aquí ",634,328,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,here
mov,kuvʔaw-nti-ə,be=raining-again,estar=lloviendo-de nuevo,634,328,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,be=raining-again
mov,mat=kəhwe:ly ny-kuvʔaw-k kuvʔaw-nti-ə,"when it rains in Parker, it rains here too","cuando llueve en Parker, también llueve aquí",634,328,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORCION,"when it rains in Parker, it rains here too"
mov,iʔi:-m,say,decir,634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,say
mov,isay,fat,gordo,634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,fat
mov,i,say,decir,634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,say
mov, Jhon-č iʔi:-m Bill-č  isay-k i-m,John said that Bill was fat,"John dijo que Bill estaba gordo ",634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,John said that Bill was fat
mov,ʔasent-k,one,uno,634,330,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,one
mov,rap,five,cinco,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,five
mov,havik-k,be=two,ser=dos,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,be=two
mov,rap havik-k,ten,diez,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,ten
mov,təkədu:čə,ten,diez,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,ten
mov,havik-k,be=two,ser=dos,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,be=two
mov,təkədu:čə havik-k,twenty,veinte,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,twenty
mov,rap,five,cinco,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,five
mov,havik-m,be=two,ser=dos,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,be=two
mov,ʔasent-k,be=one,ser=uno,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,be=one
mov,rap havik-k ʔasent-k,eleven,once,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,eleven
mov,təkədu:čə,ten,diez,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,ten
mov,havik-m,be=two,ser=dos,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,be=two
mov,hamoh-k,be=three,ser=tres,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,be=three
mov,təkədu:čə havik-m hamoh-k,twenty three,veintitrés,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,twenty three
mov,havik-k,be=two,ser=dos,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,be=two
mov,hamok-nt-m,be=three-again,ser=tres-otra vez,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,FRASE,be=three-again
mov,m-takyev-m,2-add,2-agregar,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,2-add
mov,θarap-ə,be=five,ser=cinco,634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,PALABRA,be=five
mov,havik-k hamok-nt-m m-takyev-m θarap-ə,two plus three is five,"dos más tres son cinco ",634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,two plus three is five
mov,havik-k hamok-nt-m m-takyev-m θarap-ə,you add two and three and it's five,"sumas dos y tres y son cinco ",634,331,no,Americanista,,Armida Enriquez Evangelista,2021-10-03,ORACION,you add two and three and it's five
ood,’am,there,"allí ",634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,there
ood,ṣohñi,hit,pegar,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,hit
ood,heg,art,art,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,art
ood,’am,there,"allí ",634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,there
ood,keihi,kick,patear,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,kick
ood,heg,art,art,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,art
ood,brent ’at ’am ṣohñi heg eric c ’am keihi heg sylvia,brent hit eric and kicked sylvia,"brent golpeó a eric y pateó a sylvia ",634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,ORACION,brent hit eric and kicked sylvia
ood,’am,there,"allí ",634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,there
ood,ṣohñi,hit,pegar,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,hit
ood,heg,art,art,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,art
ood,heg,art,art,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,art
ood,’am,there,"allí ",634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,there
ood,ṣohñi,hit,pegar,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,hit
ood,heg,art,arte,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,art
ood,brent ’at ’am ṣohñi heg eric ku-t heg eric ’am ṣohñi heg sylvia,brent hit eric and eric hit sylvia,"brent golpeó a eric y eric golpeó a sylvia ",634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,ORACION,brent hit eric and eric hit sylvia
ood,kekc,clean,limpio,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,clean
ood,heg,art,art,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,art
ood,kii,house,casa,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,house
ood,’am,there,allí,634,338,no,Americanista,,Armida Enriquez Evangelista,2021-10-06,PALABRA,there
